artist;id;name;nb_fans;nb_album
E40 (1374940);1374940;E40;19309;2
Tony Atlanta (15305235);15305235;Tony Atlanta;2;3
King Malachi (5130180);5130180;King Malachi;23;10
Arsonal (4946650);4946650;Arsonal;8;4
Mar$eli$ (145871252);145871252;Mar$eli$;0;0
Mike Green (304537);304537;Mike Green;15;13
Fatal (265651);265651;Fatal;2473;84
The Outlawz (480548);480548;The Outlawz;23161;6
Layzie Bone (12081);12081;Layzie Bone;12716;60
Edi Don (376775);376775;Edi Don;11;4
Stormey (480550);480550;Stormey;62;1
Malachi (78829);78829;Malachi;754;154
DJ Lethal (4536719);4536719;DJ Lethal;2032;4
Fred Durst (4403808);4403808;Fred Durst;3440;0
Mr. Kokane (6149176);6149176;Mr. Kokane;33;0
Sean Cruse (4430461);4430461;Sean Cruse;13;0
K-Bar of 5 Footaz (14147067);14147067;K-Bar of 5 Footaz;0;0
Neb Love (11135760);11135760;Neb Love;0;0
MOTIF (100146692);100146692;MOTIF;0;24
Jermaine Durpri (14147063);14147063;Jermaine Durpri;0;0
Daz Dillinger (11708);11708;Daz Dillinger;29440;69
 (8513832);8513832;;0;0
 (59172392);59172392;;0;0
 (14147065);14147065;;0;0
 (13798);13798;;0;0
D3 The Rocstar (1619096);1619096;D3 The Rocstar;34;20
Ron Isley (396489);396489;Ron Isley;705;0
Val Young (183726);183726;Val Young;149;2
El DeBarge (11210);11210;El DeBarge;10136;7
12Fifteen (12561182);12561182;12Fifteen;4;9
Mark Battles (4935345);4935345;Mark Battles;1097;110
Ricky Harris (4516917);4516917;Ricky Harris;6;2
B-Tip (6009598);6009598;B-Tip;0;1
Reel Tight (4339549);4339549;Reel Tight;24;0
G Child (6923571);6923571;G Child;14;10
Bo-roc (6391784);6391784;Bo-roc;1;0
Jah-Skilz (6923569);6923569;Jah-Skilz;7;0
Dove Shack (1704273);1704273;Dove Shack;185;1
213 (783);783;213;2004;24
Lady Levi (4910535);4910535;Lady Levi;2;0
Wayniac (5235655);5235655;Wayniac;74;2
Mack 10 (14353);14353;Mack 10;46276;16
O.G.L.B. (6923567);6923567;O.G.L.B.;7;0
Brotha Lynch Hung (16751);16751;Brotha Lynch Hung;22195;57
Cherell Terri (12567670);12567670;Cherell Terri;7;7
Mitchy Slick (14638);14638;Mitchy Slick;1039;50
N.O.T.R. (5323950);5323950;N.O.T.R.;5;0
MC Eiht featuring WC and DJ Premier (12333370);12333370;MC Eiht featuring WC and DJ Premier;12;0
RBX (9794);9794;RBX;749;32
Gangsta Dresta (5365132);5365132;Gangsta Dresta;40;2
Boom Bam (5323952);5323952;Boom Bam;6;2
Tinigi Starr (7019581);7019581;Tinigi Starr;12;2
King T (9796);9796;King T;346;60
Gangsta (4353448);4353448;Gangsta;484;41
 (163200427);163200427;;0;0
 (7348282);7348282;;0;0
 (13685);13685;;0;0
 (12902571);12902571;;0;0
 (4441635);4441635;;0;0
 (64967462);64967462;;0;0
The Game (163656927);163656927;The Game;0;1
DJ blackflame (8037603);8037603;DJ blackflame;26;8
Young Noble (376377);376377;Young Noble;288;22
Da Foe (5323951);5323951;Da Foe;1;0
Young Prod (4944444);4944444;Young Prod;20;5
Big Prodeje (532885);532885;Big Prodeje;135;8
Compton's Most Wanted (11517);11517;Compton's Most Wanted;8736;7
CMW (5323954);5323954;CMW;36;10
DoLL-e Girl (1304485);1304485;DoLL-e Girl;562;22
Don Kaboo (5424953);5424953;Don Kaboo;27;1
Big2daboy (5314054);5314054;Big2daboy;40;7
Boo-Ru (7117565);7117565;Boo-Ru;0;0
Gain Green Riders (7545586);7545586;Gain Green Riders;7;0
Chino Brown, Diamonique, Big LA (4408811);4408811;Chino Brown, Diamonique, Big LA;25;1
Kas (267209);267209;Kas;726;134
Mister D (1246885);1246885;Mister D;1813;57
WC (2540);2540;WC;28782;30
Westcoast Stone (5634492);5634492;Westcoast Stone;93;38
J-Locc (6374422);6374422;J-Locc;8;0
Rassie Ai (1101978);1101978;Rassie Ai;16;2
Micall Parknsun (260601);260601;Micall Parknsun;263;70
J-Kwon (7734);7734;J-Kwon;4234;12
The Kid Slim (4696855);4696855;The Kid Slim;10;0
Tito B (461822);461822;Tito B;115;9
Cassidy, Swizz Beatz (63111702);63111702;Cassidy, Swizz Beatz;2;0
Reek Da Villian, Busta Rhymes, Swizz Beatz, Vado, Method Man, DJ Khaled, Nelly (52134732);52134732;Reek Da Villian, Busta Rhymes, Swizz Beatz, Vado, Method Man, DJ Khaled, Nelly;23;0
Peedi Crakk, Cassidy, Swizz Beatz (85360072);85360072;Peedi Crakk, Cassidy, Swizz Beatz;0;0
Peedi Crakk (992612);992612;Peedi Crakk;640;22
Cardan (4659103);4659103;Cardan;21;5
Cardan, Red Cafe, Swizz Beatz (79513592);79513592;Cardan, Red Cafe, Swizz Beatz;0;0
Juganot (2249971);2249971;Juganot;9;1
Juganot, Swizz Beatz, Busta Rhymes, Fat Joe, Reek Da Villian (86095242);86095242;Juganot, Swizz Beatz, Busta Rhymes, Fat Joe, Reek Da Villian;0;0
Cassidy, Kanye West, Swizz Beatz, Ne-Yo (15333563);15333563;Cassidy, Kanye West, Swizz Beatz, Ne-Yo;70;0
 (154055);154055;;0;0
 (52134212);52134212;;0;0
Reek Da Villian (4256325);4256325;Reek Da Villian;191;7
Soccradz da Don (4784229);4784229;Soccradz da Don;2;9
Áine Zion (11188182);11188182;Áine Zion;3;0
J. Ru$$ (6161594);6161594;J. Ru$$;0;0
$kinny (5720662);5720662;$kinny;110;29
TQ (11619);11619;TQ;3294;100
Metallica (119);119;Metallica;6835613;57
Cassidy, Mos Def, Swizz Beatz (15333559);15333559;Cassidy, Mos Def, Swizz Beatz;2;0
Frank Don Five (5830636);5830636;Frank Don Five;2;1
Hispanic M.C.'s (6645832);6645832;Hispanic M.C.'s;1;0
War (74338062);74338062;War;7;9
Eric Burdon (5858);5858;Eric Burdon;14966;45
Charlamagne Tha God (242911);242911;Charlamagne Tha God;16;1
5 MICS (1128087);1128087;5 MICS;3;1
Dope Boy Ra (13246225);13246225;Dope Boy Ra;6;1
Midnight Star (301);301;Midnight Star;17193;13
COLD 187um (4035913);4035913;COLD 187um;175;5
J-Dee (12713771);12713771;J-Dee;1;9
Kam (147032);147032;Kam;1019;181
Bre (1004846);1004846;Bre;9;65
Tha Chill (481215);481215;Tha Chill;532;18
1Law (13775403);13775403;1Law;0;20
ICE-K (50650832);50650832;ICE-K;0;5
KITSUNE (110126062);110126062;KITSUNE;2;1
J.D.B (7220674);7220674;J.D.B;5;15
Takuwan (11914749);11914749;Takuwan;0;2
G.B.C HULAHURIDERS (99967452);99967452;G.B.C HULAHURIDERS;3;1
Nicholas Craven (11913375);11913375;Nicholas Craven;569;22
Ransom (173494337);173494337;Ransom;198;29
Candice Pillay (4449282);4449282;Candice Pillay;117;5
J. Stone (1139662);1139662;J. Stone;282;29
JMSN (4736037);4736037;JMSN;9977;26
CHILLR (183846687);183846687;CHILLR;0;0
The Mass (159999);159999;The Mass;30;3
Osbe Chill (6241786);6241786;Osbe Chill;14;34
Ice T (170012);170012;Ice T;9035;13
BOA QG (166257307);166257307;BOA QG;31;10
Asia Bryant (5497127);5497127;Asia Bryant;64;2
Marsha of Floetry (4424069);4424069;Marsha of Floetry;47;0
Amp Fiddler (6344);6344;Amp Fiddler;4335;26
Kaz Kyzah (540596);540596;Kaz Kyzah;13;19
DriZ (4326146);4326146;DriZ;50;9
Ali Vegas (92169);92169;Ali Vegas;239;26
Laura Karpman (161024);161024;Laura Karpman;87;27
Nanna.b (4512751);4512751;Nanna.b;297;16
Ernest Turner (9848584);9848584;Ernest Turner;6;5
Daniel J. Watts (11453892);11453892;Daniel J. Watts;2;1
T-Boz (13762);13762;T-Boz;38;1
Reverend E. Baker (72149172);72149172;Reverend E. Baker;0;0
Babyface (54656572);54656572;Babyface;25;24
Lucy Pearl (2374);2374;Lucy Pearl;10358;2
Allie Baba (5365123);5365123;Allie Baba;0;1
J-Black (1307891);1307891;J-Black;50;54
Calvin Richardson (15029);15029;Calvin Richardson;5679;13
Rob Bacon (4654148);4654148;Rob Bacon;5;0
The Rebirth Brass Band (1116430);1116430;The Rebirth Brass Band;202;0
The Infamous Young Spodie (5286475);5286475;The Infamous Young Spodie;18;0
Ray Price (77378);77378;Ray Price;3531;31
Leon Russell (211312);211312;Leon Russell;6869;9
Hank Cochran (202714);202714;Hank Cochran;25;3
Merle Haggard (8510);8510;Merle Haggard;84869;66
Red Lane (4417099);4417099;Red Lane;41;1
Bill Anderson (9563);9563;Bill Anderson;909;102
Raul Malo (76063);76063;Raul Malo;1236;15
Billy Joe Shaver (73546);73546;Billy Joe Shaver;1930;17
Blind Boys of Alabama (111623);111623;Blind Boys of Alabama;455;15
The World Games Youth and Adult Choirs (165268237);165268237;The World Games Youth and Adult Choirs;1;0
 (80822);80822;;0;0
 (4389);4389;;0;0
 (8187);8187;;0;0
Ruben Studdard (256);256;Ruben Studdard;7172;10
Chuck Leavell (1129577);1129577;Chuck Leavell;622;7
Worth The Wait (1386070);1386070;Worth The Wait;234;4
Pastor Mike Jr. (9813122);9813122;Pastor Mike Jr.;518;9
Randy Owen (423413);423413;Randy Owen;968;0
Marcus King (5399313);5399313;Marcus King;3609;14
Zac Brown Band (210016);210016;Zac Brown Band;270497;31
Shooter Jennings (76057);76057;Shooter Jennings;4001;35
Dierks Bentley & The Travelin' McCourys (13130911);13130911;Dierks Bentley & The Travelin' McCourys;22;0
Rosanne Cash (70088);70088;Rosanne Cash;16400;30
Ryan Bingham (75511);75511;Ryan Bingham;13661;18
Martina McBride (3242);3242;Martina McBride;88352;24
Jack Ingram (71442);71442;Jack Ingram;1594;23
Jessi Colter (244568);244568;Jessi Colter;813;10
Jessi Alexander (71142);71142;Jessi Alexander;96;7
Larry Gatlin (77513);77513;Larry Gatlin;220;7
Jon Randall (70188);70188;Jon Randall;114;16
Reba McEntire (7503);7503;Reba McEntire;129574;73
Julie Roberts (149231);149231;Julie Roberts;1158;13
Sam Bush (7509);7509;Sam Bush;986;22
Jerry Douglas (15471);15471;Jerry Douglas;1962;27
Jerry Douglas and Sam Bush (9244908);9244908;Jerry Douglas and Sam Bush;1;0
Theresa Haggard (4816138);4816138;Theresa Haggard;1;1
Rodney Crowell (64752);64752;Rodney Crowell;4926;40
Billy F Gibbons (2399481);2399481;Billy F Gibbons;7469;9
Connie Smith (77779);77779;Connie Smith;1362;40
Alabama (8556);8556;Alabama;77375;38
Keith Richards (188678);188678;Keith Richards;112825;19
Kenny Chesney (347);347;Kenny Chesney;277422;37
Ronnie Dunn (887140);887140;Ronnie Dunn;7423;20
Dierks Bentley (332);332;Dierks Bentley;168614;25
Hank Williams Jr. (185832);185832;Hank Williams Jr.;18257;16
 (816);816;;0;0
 (419109);419109;;0;0
 (4816199);4816199;;0;0
 (6981);6981;;0;0
 (371989);371989;;0;0
Tanya Tucker (70598);70598;Tanya Tucker;12320;69
Buddy Miller (193573);193573;Buddy Miller;3245;17
Toby Keith (7524);7524;Toby Keith;165184;48
John Anderson (9380);9380;John Anderson;4922;69
Vince Gill (12904);12904;Vince Gill;52963;42
Derek Trucks (410081);410081;Derek Trucks;13309;2
Susan Tedeschi (4091);4091;Susan Tedeschi;19976;8
Steve Earle (3091);3091;Steve Earle;28315;24
Ray Benson (195750);195750;Ray Benson;5895;8
The Little Willies (7588);7588;The Little Willies;4714;3
Nathaniel Rateliff (401644);401644;Nathaniel Rateliff;9121;21
Micah Nelson (1675278);1675278;Micah Nelson;1346;3
Margo Price (9587668);9587668;Margo Price;2631;23
Lyle Lovett (134009);134009;Lyle Lovett;7992;28
Lukas Nelson (392934);392934;Lukas Nelson;2387;2
Lee Ann Womack (2313);2313;Lee Ann Womack;26003;21
Jimmy Buffett (6076);6076;Jimmy Buffett;15991;75
Jack Johnson (896);896;Jack Johnson;1042887;32
George Strait (5235);5235;George Strait;237425;56
Bobby Bare (69519);69519;Bobby Bare;4244;135
The Avett Brothers (255818);255818;The Avett Brothers;26426;21
Ryan Robinette (4375245);4375245;Ryan Robinette;247;37
JessLee (7929546);7929546;JessLee;57;22
Gabe G (6829605);6829605;Gabe G;0;1
Rolf Sanchez (1389303);1389303;Rolf Sanchez;20278;38
Gregor Hägele (59413312);59413312;Gregor Hägele;440;9
Zikai (57996942);57996942;Zikai;49;21
Pommelien Thijs (85308232);85308232;Pommelien Thijs;5035;8
Antoon (501579);501579;Antoon;10485;16
Tino Martin (4115587);4115587;Tino Martin;29449;52
Goldn (9239606);9239606;Goldn;410;21
 (57661212);57661212;;0;0
 (11064002);11064002;;0;0
 (4861553);4861553;;0;0
 (12014856);12014856;;0;0
 (5423170);5423170;;0;0
Diamond Cafe (12077732);12077732;Diamond Cafe;116;15
Seb Torgus (10870572);10870572;Seb Torgus;24;19
Maxx Owa (49963612);49963612;Maxx Owa;8;12
Azul Wynter (13589841);13589841;Azul Wynter;2;2
Roshon Fegan (4459893);4459893;Roshon Fegan;9674;0
Matthew "mdot" Finley (716180);716180;Matthew "mdot" Finley;3743;11
Meaghan Martin (292188);292188;Meaghan Martin;3320;1
Jordan Francis (352287);352287;Jordan Francis;2398;9
Dead Sara (552744);552744;Dead Sara;3550;17
Char Ligera (4592052);4592052;Char Ligera;33;0
St. Lucia (1642469);1642469;St. Lucia;11622;16
Logo (194553);194553;Logo;2342;39
The Pop Trolls (88006872);88006872;The Pop Trolls;82;0
Greff (5065130);5065130;Greff;2;4
KoolKiD (13455899);13455899;KoolKiD;11;11
Max Cardona (54064312);54064312;Max Cardona;0;3
The 87's (10214518);10214518;The 87's;6;2
Paradigm (129804072);129804072;Paradigm;2;56
Dylan Jagger (13333605);13333605;Dylan Jagger;7;1
DJ YUKI (127398522);127398522;DJ YUKI;5;1
Cat Carpenters (9475042);9475042;Cat Carpenters;328;8
Megan Brands (6513611);6513611;Megan Brands;58;1
Mark Hoppus (4403817);4403817;Mark Hoppus;4949;3
The Band CAMINO (10100048);10100048;The Band CAMINO;1921;26
Juliet Simms (1960641);1960641;Juliet Simms;15926;8
Jason Vena (8991004);8991004;Jason Vena;1;0
Vic Fuentes (4627754);4627754;Vic Fuentes;4576;0
Pale Waves (11940941);11940941;Pale Waves;8802;31
 (10430910);10430910;;0;0
 (9587794);9587794;;0;0
 (469124);469124;;0;0
 (4727918);4727918;;0;0
 (87225212);87225212;;0;0
 (392952);392952;;0;0
 (5916693);5916693;;0;0
 (10892946);10892946;;0;0
Quiet Child (882111);882111;Quiet Child;97;3
Devonte Hynes (4672431);4672431;Devonte Hynes;2814;8
Absolutely (5898609);5898609;Absolutely;2;3
BAYNK (9102232);9102232;BAYNK;1293;30
Lady A (97638282);97638282;Lady A;590932;37
Jake Scott (5760774);5760774;Jake Scott;1267;53
Flight School (73476812);73476812;Flight School;13;10
Space Rangers (1194178);1194178;Space Rangers;29;7
Sykes (1082905);1082905;Sykes;385;54
Camylio (63597642);63597642;Camylio;2371;10
Late Nine (120817722);120817722;Late Nine;1;1
Rothchild (9437610);9437610;Rothchild;4;5
Honka (5267481);5267481;Honka;1757;17
Jon Eyden (11494610);11494610;Jon Eyden;2;0
Andrew Jackson (4499452);4499452;Andrew Jackson;25;31
Leland (821528);821528;Leland;507;40
Rachel Salvit (42164832);42164832;Rachel Salvit;2;0
Herbert Grönemeyer (4568);4568;Herbert Grönemeyer;118466;41
Tim Schou (4722370);4722370;Tim Schou;177;32
Adam Lambert (247379);247379;Adam Lambert;482953;46
Hitimpulse (5885427);5885427;Hitimpulse;2449;9
Thallie Ann Seenyen (2604901);2604901;Thallie Ann Seenyen;224;19
CRO (2415341);2415341;CRO;1205166;66
Adam Trigger (6853425);6853425;Adam Trigger;1372;15
Hearts & Colors (7806020);7806020;Hearts & Colors;8889;14
Bori (53062182);53062182;Bori;11;2
FAANGS (14767249);14767249;FAANGS;114;12
Brother Leo (49125161);49125161;Brother Leo;273;27
Club Soda (1128741);1128741;Club Soda;195;1
Linying (5376411);5376411;Linying;324;19
Freddy Verano (5095585);5095585;Freddy Verano;3211;4
Hight (10729484);10729484;Hight;614;7
Miss Li (181909);181909;Miss Li;10160;44
Charly Jordan (61979152);61979152;Charly Jordan;236;7
Emily Vu (74853012);74853012;Emily Vu;152;19
 (12545192);12545192;;0;0
Clear Six (10315870);10315870;Clear Six;56;15
ManyFew (12018072);12018072;ManyFew;143;50
Linier (8561108);8561108;Linier;79;12
Nightlapse (11323888);11323888;Nightlapse;40;14
bvd kult (11834343);11834343;bvd kult;115;12
Kolidescopes (8923996);8923996;Kolidescopes;560;27
Cledus T. Judd (7736);7736;Cledus T. Judd;350;20
Jerrod Niemann and Lee Brice (10249904);10249904;Jerrod Niemann and Lee Brice;27;0
Jerrod Niemann (362912);362912;Jerrod Niemann;12531;16
Warren Haynes (59915);59915;Warren Haynes;12743;15
Edwin McCain (2136);2136;Edwin McCain;4661;27
Warren Hayes (1687384);1687384;Warren Hayes;50;0
American Young and Lee Brice (10340622);10340622;American Young and Lee Brice;3;0
American Young (5536563);5536563;American Young;813;12
Randy Houser (158681);158681;Randy Houser;45903;11
Blessing Offor (391992);391992;Blessing Offor;224;8
Carly Pearce (4089762);4089762;Carly Pearce;23590;19
Landon Austin (410805);410805;Landon Austin;3648;172
Brantley Gilbert (392220);392220;Brantley Gilbert;180013;21
Chayce Beckham (132545102);132545102;Chayce Beckham;229;6
Goss (5019786);5019786;Goss;175;21
Jack Antonoff (4433709);4433709;Jack Antonoff;505;0
Lindsey Buckingham (2187);2187;Lindsey Buckingham;7751;37
Sugarland (8654);8654;Sugarland;73432;17
Jimmy Webb (16343);16343;Jimmy Webb;1052;25
Hailey Whitters (8702226);8702226;Hailey Whitters;233;16
Hotel Supernova (107888972);107888972;Hotel Supernova;1;1
Full Crate (877159);877159;Full Crate;1079;25
Melissa Sandoval (9357640);9357640;Melissa Sandoval;144;10
nFiX & Candice (11886397);11886397;nFiX & Candice;26;11
Una (1071377);1071377;Una;1059;83
AFSHEEN (1390631);1390631;AFSHEEN;2447;24
Harrison First (56945202);56945202;Harrison First;100;31
RYVM (136216112);136216112;RYVM;2;8
Ria (450858);450858;Ria;525;142
Neptunica (9059784);9059784;Neptunica;2987;48
Calmani (5878774);5878774;Calmani;52;1
FatKids (5468275);5468275;FatKids;1;0
Sceptix (4174547);4174547;Sceptix;9;12
Huddy (485171);485171;Huddy;2652;44
Judge (276355);276355;Judge;1307;43
Freedo (4136846);4136846;Freedo;204;11
Dan Trapp (4418407);4418407;Dan Trapp;2;2
Sophie (8152);8152;Sophie;1194;20
Elvira, Mistress of theDark (141556602);141556602;Elvira, Mistress of theDark;1;0
Curtis Waters (12452734);12452734;Curtis Waters;3007;13
Green Day (52);52;Green Day;4504892;64
Alice Longyu Gao (14728423);14728423;Alice Longyu Gao;598;24
Sam Carter (423407);423407;Sam Carter;463;28
Rahzel (3150);3150;Rahzel;2527;4
Ic3peak (5578492);5578492;Ic3peak;84405;24
Amy Lee (15741);15741;Amy Lee;253751;15
Dani Filth (5006111);5006111;Dani Filth;5648;0
Sigrid (11924667);11924667;Sigrid;35749;42
Nova Twins (10444072);10444072;Nova Twins;4414;17
BABYMETAL (7805012);7805012;BABYMETAL;77401;18
Paris Shadows (64614272);64614272;Paris Shadows;808;20
Scoop Deville (4947083);4947083;Scoop Deville;169;3
Transplants (1254);1254;Transplants;15714;4
Run The Jewels (5312529);5312529;Run The Jewels;45180;18
The Cool Kids (146701);146701;The Cool Kids;10960;29
Corey Taylor (4145);4145;Corey Taylor;200888;12
Slaughterhouse (302922);302922;Slaughterhouse;35447;7
Nascar Aloe (13715161);13715161;Nascar Aloe;2530;25
Jasiah (48659721);48659721;Jasiah;6152;23
93PUNX (64913622);64913622;93PUNX;115;2
ZillaKami (13495583);13495583;ZillaKami;21918;14
Scarlxrd (10541089);10541089;Scarlxrd;139311;69
Powfu (14107147);14107147;Powfu;75246;44
Munky (8311336);8311336;Munky;78;10
 (64603352);64603352;;0;0
 (11420466);11420466;;0;0
Jack Kays (49600852);49600852;Jack Kays;945;8
Warren Zeiders (117467152);117467152;Warren Zeiders;3230;15
KennyHoopla (13025827);13025827;KennyHoopla;5122;10
Gnucci Banana (1376639);1376639;Gnucci Banana;120;1
R I T U A L (12056798);12056798;R I T U A L;939;18
KyleYouMadeThat (95854712);95854712;KyleYouMadeThat;167;11
Nic D (14018311);14018311;Nic D;1159;89
Emma Zander (12582722);12582722;Emma Zander;12;14
Grady (110207);110207;Grady;367;31
Finnstagram (49496342);49496342;Finnstagram;2;1
Becky Jean Williams (1068400);1068400;Becky Jean Williams;387;0
Cecilia Gault (6654174);6654174;Cecilia Gault;287;18
EDX (168126);168126;EDX;39666;99
Haley (182556);182556;Haley;193;35
Late Night Alumni (3728);3728;Late Night Alumni;11068;73
Cayson Renshaw (13662439);13662439;Cayson Renshaw;28;17
Blue Noir (49496362);49496362;Blue Noir;17;7
Martina Sorbara (997090);997090;Martina Sorbara;246;1
Pyfer (6288416);6288416;Pyfer;4;1
Dylan Matthew (9718572);9718572;Dylan Matthew;7368;58
Charlotte Lawrence (5623507);5623507;Charlotte Lawrence;13820;28
SORAN (4220173);4220173;SORAN;451;22
Mindy Gledhill (1421876);1421876;Mindy Gledhill;3964;9
Tamra (565906);565906;Tamra;12;8
Phlegmatic Dogs (1177102);1177102;Phlegmatic Dogs;922;17
Marcus Bently (4243350);4243350;Marcus Bently;2;1
Colette (10210);10210;Colette;2081;72
Cop Kid (14500929);14500929;Cop Kid;7;13
SunSun (251327);251327;SunSun;26;14
Ofelia K (8135858);8135858;Ofelia K;520;8
Haley Gibby (5138442);5138442;Haley Gibby;27;0
Lipless (9718998);9718998;Lipless;338;32
 (7953814);7953814;;0;0
 (1931301);1931301;;0;0
 (8345338);8345338;;0;0
 (5299293);5299293;;0;0
Kosha Dillz (395389);395389;Kosha Dillz;323;37
Kx5 (160635432);160635432;Kx5;672;4
Ollie Joseph (10123112);10123112;Ollie Joseph;168;76
Sammy Arriaga (8926862);8926862;Sammy Arriaga;214;25
James Droll (10975658);10975658;James Droll;57;23
Underoath (4338);4338;Underoath;87053;27
Sleeping With Sirens (389588);389588;Sleeping With Sirens;278291;34
Taking Back Sunday (1290);1290;Taking Back Sunday;62165;33
Aaron Gillespie (427617);427617;Aaron Gillespie;2779;15
Jumpa (7142655);7142655;Jumpa;707;27
Lil Wop (6427800);6427800;Lil Wop;718;37
Kris Wu (11700123);11700123;Kris Wu;7081;15
Nel-Denarro (14461389);14461389;Nel-Denarro;1;0
Baby Goth (53633282);53633282;Baby Goth;1268;5
YNW Bortlen (104093362);104093362;YNW Bortlen;122;8
YNW BSlime (69845442);69845442;YNW BSlime;3980;27
Emani22 (53633272);53633272;Emani22;12;0
Black Jezuss (12182150);12182150;Black Jezuss;1;0
Quan'ta (11207810);11207810;Quan'ta;10;13
Kodie Shane (10774854);10774854;Kodie Shane;1485;36
Youv Dee (12308342);12308342;Youv Dee;98147;17
Antionia (69736022);69736022;Antionia;15;39
ssgkobe (56438362);56438362;ssgkobe;4534;20
Reese LAFLARE (10983746);10983746;Reese LAFLARE;306;24
SoFaygo (62201372);62201372;SoFaygo;17755;16
HAVENN (119111042);119111042;HAVENN;0;0
Joel Baker (4809657);4809657;Joel Baker;902;28
Twinnie (1332066);1332066;Twinnie;349;29
ØZMA (81319732);81319732;ØZMA;3;0
Mi Manchi (12723841);12723841;Mi Manchi;14;0
Jae Hall (55655132);55655132;Jae Hall;80;38
Tannergard (83700252);83700252;Tannergard;5;3
John Adams (91007822);91007822;John Adams;851;51
Kaptan (1384022);1384022;Kaptan;4173;50
John dory (58936782);58936782;John dory;0;6
Cr3on (5834227);5834227;Cr3on;329;20
MON (133793);133793;MON;31;179
jdam (3222001);3222001;jdam;148;44
Cathrine Lassen (13481489);13481489;Cathrine Lassen;27;3
Jaba (4349156);4349156;Jaba;212;20
Tessa Odden (10169612);10169612;Tessa Odden;41;10
York (3718);3718;York;3518;172
Kina (419254);419254;Kina;93495;20
Tomine Harket (343404);343404;Tomine Harket;28918;17
BØRNS (6762519);6762519;BØRNS;78049;15
Markus Neby (7311136);7311136;Markus Neby;7;6
Wolfgang Wee (6725843);6725843;Wolfgang Wee;70;24
San (176996);176996;San;591;267
Dipha Barus (4735523);4735523;Dipha Barus;10476;20
Boehm (4929920);4929920;Boehm;2278;61
Mokita (8863276);8863276;Mokita;1219;82
CMC$ & CADE (13613751);13613751;CMC$ & CADE;3;0
Calvin (454495);454495;Calvin;1046;103
Dirty Harris (1052001);1052001;Dirty Harris;205;31
Manovski (10042248);10042248;Manovski;87;13
NEEKA (131750);131750;NEEKA;663;12
Vargen (1274820);1274820;Vargen;10;23
Afandi (113007882);113007882;Afandi;1;2
Sickddellz (9298884);9298884;Sickddellz;1001;15
Felix (568);568;Felix;2111;166
Distorted Dreams (73899502);73899502;Distorted Dreams;225;9
Blinkie (8727236);8727236;Blinkie;1178;27
Kheela (12330952);12330952;Kheela;8;4
New World Sound (2300801);2300801;New World Sound;38821;32
Overdrive (262105);262105;Overdrive;3474;121
Wicked Minds (304304);304304;Wicked Minds;401;33
Chardy (141448862);141448862;Chardy;19;29
Vitas (283935);283935;Vitas;12310;19
Cascada (771);771;Cascada;349190;82
StarX (4343418);4343418;StarX;5720;35
 (11021);11021;;0;0
Sequenza (5356945);5356945;Sequenza;26;16
Vengaboys (765);765;Vengaboys;59393;24
Dimatik (5533561);5533561;Dimatik;2579;99
89ers (4632);4632;89ers;1505;18
loafers (3895751);3895751;loafers;417;17
Royal-T (1243387);1243387;Royal-T;391;51
Michael Shynes (5480975);5480975;Michael Shynes;239;120
Project 98 (54803402);54803402;Project 98;145;16
Triple Cheese (11974651);11974651;Triple Cheese;0;1
SMACK and Triple Cheese (11974653);11974653;SMACK and Triple Cheese;0;0
Kenne Blessin (1926851);1926851;Kenne Blessin;13;25
MikMall (11535881);11535881;MikMall;65;3
JOHN BALAYA (113100102);113100102;JOHN BALAYA;5;9
Kiyoshi (84432672);84432672;Kiyoshi;4;16
Siik (9798554);9798554;Siik;16;26
Chyl (1321724);1321724;Chyl;30;19
No Thanks (586891);586891;No Thanks;224;31
Bobby Neon (6146790);6146790;Bobby Neon;47;13
Brandon Chase (5665616);5665616;Brandon Chase;175;19
Jess Lee (1143478);1143478;Jess Lee;1419;26
Goldfish & Blink (4484625);4484625;Goldfish & Blink;520;9
ELYX (14191713);14191713;ELYX;46;21
Alec Chambers (7004093);7004093;Alec Chambers;1481;19
Tia Ray (5535497);5535497;Tia Ray;408;39
Joe Kox (115944992);115944992;Joe Kox;34;9
Jan Helge Nes (102980242);102980242;Jan Helge Nes;1;3
Emilie Adams (7062557);7062557;Emilie Adams;171;10
Cate Downey (51237152);51237152;Cate Downey;25;3
Jop (4122609);4122609;Jop;142;13
Slopes (130368212);130368212;Slopes;4;11
Ilayda (796980);796980;Ilayda;35;20
 (106001212);106001212;;0;0
 (14856773);14856773;;0;0
 (5764598);5764598;;0;0
 (9395768);9395768;;0;0
Tom Bourra (7704870);7704870;Tom Bourra;62;32
Satellite Empire (5824163);5824163;Satellite Empire;283;12
JESSIA (13890561);13890561;JESSIA;1636;9
Jordi Rivera (5310293);5310293;Jordi Rivera;286;22
NGTY (14343173);14343173;NGTY;103;6
Marvin Vogel, TwoWorldsApart, Ralph Larenzo (13721821);13721821;Marvin Vogel, TwoWorldsApart, Ralph Larenzo;0;1
Jonth (9918636);9918636;Jonth;123;37
Zoë Low (55546252);55546252;Zoë Low;14;7
John Alto (93857052);93857052;John Alto;3;6
Castion (5121657);5121657;Castion;338;19
Blaze U (10714999);10714999;Blaze U;291;113
Catas (6876863);6876863;Catas;45;20
Marin Hoxha (7763894);7763894;Marin Hoxha;550;136
Xoro (77368852);77368852;Xoro;21;9
